Name,Current price,Change(%),Open,High,Low,Volume
LIGHT & WONDER INC.,81.51,1.41,80.57,82.0,80.57,246411
HIGHPEAK ENERGY INC.,13.16,13.59,13.82,14.1,13.09,246122
ARB IOT GROUP LTD.,1.02,110.53,1.14,1.3,0.99,245841
BIOXCEL THERAPEUTICS INC.,3.18,11.24,3.25,3.29,3.11,245745
AMERICAN COASTAL INSURANCE,12.16,5.1,11.73,12.17,11.62,244497
HANMI FINANCIAL,16.44,11.85,17.07,17.07,15.87,244370
AMERIS BANCORP,48.91,11.47,50.1,51.08,47.51,243738
NICE LTD ADS,211.71,1.73,207.04,212.65,206.32,243542
CELLEBRITE DI,9.21,1.88,9.07,9.23,9.03,243419
VIEW INC.,1.58,11.25,1.61,1.67,1.42,243373
AMERICAN LITHIUM,0.8819,1.23,0.8885,0.92,0.8701,243193
DRAGANFLY INC.,0.3601,2.68,0.346,0.3698,0.3374,243148
RENT THE RUNWAY INC.,0.6047,11.55,0.624,0.6634,0.581,242503
NETGEAR INC.,14.41,1.48,13.98,14.52,13.98,242477
LM FUNDING AMERICA INC.,0.471,110.96,0.5169,0.5169,0.4505,242251
GOLDEN MATRIX GROUP INC.,3.26,13.59,2.93,3.38,2.79,242102
REGENERON PHARMACEUTICALS INC.,957.78,1.59,945.61,964.93,937.47,242012
NUVEI CORP.,24.7,1.69,24.44,25.0,23.97,241816
WESBANCO INC.,28.76,11.98,29.62,30.51,28.11,241630
CAPITALWORKS EMERGING MARKETS ACQUISITI,11.01,0.0,11.01,11.01,11.01,241346
SILICON MOTION TECHNOLOGY,63.54,0.89,63.41,63.97,62.99,240543
ENACT HOLDINGS INC.,28.44,10.18,28.46,28.62,27.77,240492
PLUTONIAN ACQUISITION,10.72,10.28,10.75,10.76,10.72,239838
EVOLUS INC.,13.04,2.76,12.9,13.09,12.6,239447
QUANTERIX CORP.,23.13,4.71,22.61,23.4,22.5,237402
STERICYCLE INC.,48.59,1.23,48.12,48.76,47.67,237042
THE SHYFT GROUP INC.,11.19,3.32,11.0,11.21,10.78,236561
TASKUS INC.,12.65,1.69,12.5,12.89,12.41,236169
MARINUS PHARMACEUTICALS INC.,9.99,2.57,9.83,10.13,9.76,236026
DISTOKEN ACQUISITION,10.68,0.0,10.67,10.68,10.67,235949
UFP INDUSTRIES INC.,116.27,2.49,114.63,116.51,113.46,233833
ATLANTICA SUSTAINABLE INFRASTRUCTURE PL,19.69,2.66,19.28,19.71,19.16,233440
MYRIAD GENETICS INC.,21.61,1.03,21.56,21.71,21.24,233186
BICYCLE THERAPEUTICS PLC ADS,17.35,10.57,17.56,17.73,17.07,232997
MEIHUA INTERNATIONAL MEDICAL TECHNOLOGI,1.03,3.0,1.0,1.04,0.95,232806
PULMONX CORP.,14.29,7.61,13.3,14.47,13.26,232470
PACTIV EVERGREEN INC.,14.66,0.41,14.68,14.86,14.47,232369
TOWNE BANK,27.87,10.85,28.3,28.51,27.04,231858
OMNIAB INC.,5.92,2.07,5.81,5.97,5.75,231043
ZIFF DAVIS INC.,68.36,1.42,67.92,68.67,67.04,230973
BLUEPRINT MEDICINES,79.88,0.44,79.33,80.9,78.48,230739
LATHAM GROUP INC.,2.55,0.79,2.58,2.6,2.39,230642
EXSCIENTIA PLC ADS,5.97,2.4,6.06,6.11,5.78,230601
UCOMMUNE INTERNATIONAL LTD,2.62,14.38,2.76,3.12,2.54,229304
GLADSTONE LAND CORP.,14.27,0.78,14.15,14.3,13.98,228297
HOMESTREET INC.,13.45,12.25,13.82,14.08,13.31,228197
F5 INC.,185.86,1.18,184.01,186.08,183.5,228124
BRAZE INC.,55.0,1.76,54.75,55.39,53.89,227864
FIDUS INVESTMENT,19.34,10.92,19.56,19.56,19.03,227790
AMPHASTAR PHARMACEUTICALS INC.,53.49,0.24,53.56,53.68,52.01,227417
INTEGRA LIFESCIENCES HLD.,40.92,1.92,40.16,41.13,40.12,226436
THARIMMUNE INC.,0.436,10.91,0.4395,0.4516,0.4199,224567
FINGERMOTION INC.,2.3,12.95,2.39,2.47,2.27,224379
ALKAMI TECHNOLOGY INC.,24.82,0.81,24.84,25.02,24.33,224321
POWER INTEGRATIONS INC.,75.58,0.83,75.19,75.97,74.5,223651
SPORTRADAR GROUP AG,10.33,0.1,10.27,10.4,10.15,223257
ICZOOM GROUP INC.,8.17,2.64,7.96,8.29,7.93,223122
RAPT THERAPEUTICS INC.,25.1,1.41,25.02,25.59,24.58,222191
DESTINATION XL GROUP INC.,4.3,0.7,4.3,4.34,4.16,221845
AMEDISYS INC,94.39,0.13,93.98,94.67,93.9,221678
BLACKROCK CAPITAL INVESTMENT,3.84,10.52,3.87,3.88,3.77,220284
EURONET WORLDWIDE INC.,104.2,4.57,102.81,104.37,101.0,219783
NOCO-NOCO INC. ORD.,0.149,0.0,0.15,0.1534,0.14,219053
STRATASYS LTD.,13.37,1.13,13.38,13.45,13.2,218691
PARAMOUNT GLOBAL,23.42,0.39,23.58,25.12,23.1,218627
BRP INC.,64.06,1.52,63.61,64.18,63.15,218197
SOUTHSIDE BANCSHARES INC.,30.75,11.76,31.61,31.61,30.03,218013
DIODES INC.,67.69,0.55,67.95,68.08,66.37,217994
REWALK ROBOTICS,0.96,14.95,1.01,1.01,0.93,217815
CISO GLOBAL INC.,0.095,11.35,0.0959,0.0987,0.093,217686
OMNICELL INC.,32.5,1.03,32.53,32.72,31.36,217400
MARS ACQUISITION,10.64,10.37,10.71,11.59,10.63,217350
SOLOWIN HLD.,3.99,121.76,4.86,4.95,3.3,216819
DOUYU INTERNATIONAL HLD.,0.7702,10.38,0.7742,0.8299,0.77,216657
WEBUY GLOBAL,0.459,3.15,0.448,0.473,0.435,216479
GREAT LAKES DREDGE & DOCK,7.82,2.36,7.65,7.88,7.65,216060
ALX ONCOLOGY HLD.,15.0,4.09,14.47,15.19,14.15,215956
PRECISION BIOSCIENCES INC.,0.3758,10.19,0.37,0.3838,0.37,215916
ONEWATER MARINE INC.,26.26,4.08,25.93,27.73,25.89,215628
CASTOR MARITIME INC.,0.4799,12.1,0.51,0.51,0.475,215113
STERLING INFRASTRUCTURE INC.,78.36,4.34,75.9,78.6,75.11,214920
LENDINGTREE INC.,33.43,3.37,32.77,33.79,30.69,214888
HOOKIPA PHARMA INC.,0.6401,3.06,0.6211,0.6473,0.6211,214311
HERITAGE FINANCIAL,19.12,15.11,20.3,20.55,19.07,214277
CROSSFIRST BANKSHARES INC.,13.96,11.13,14.26,14.35,13.68,214116
INVIVYD INC.,4.8,0.63,4.86,4.98,4.57,214060
CAL-MAINE FOODS INC.,56.1,1.23,55.84,56.14,54.9,214052
MERCER INTERNATIONAL INC.,8.27,12.25,8.49,8.6,8.27,213544
PLBY GROUP INC.,1.16,1.75,1.19,1.19,1.15,212524
BRAINSWAY LTD. ADS,5.78,17.67,6.32,6.39,5.63,212372
EMCORE CORP.,0.6256,6.11,0.62,0.6295,0.5824,212314
IDEXX LABORATORIES INC.,527.28,2.37,519.62,527.97,510.02,212283
HARROW INC.,9.53,0.0,9.54,9.69,9.48,212150
INTRUSION INC.,0.236,2.16,0.231,0.2398,0.23,212141
POWERFLEET INC.,3.15,11.56,3.22,3.22,3.1,211511
GREENIDGE GENERATION HLD.,3.74,2.47,3.7,3.97,3.66,209792
SUPERNUS PHARMACEUTICALS INC.,27.86,0.65,27.8,28.1,27.26,209656
VISTEON CORP.,119.04,3.25,116.73,119.69,116.1,209563
REZOLUTE INC.,0.99,110.0,1.11,1.17,0.96,209264
PUMA BIOTECHNOLOGY INC,4.89,4.04,4.74,4.98,4.74,208820
AKOYA BIOSCIENCES INC.,5.56,9.45,5.04,5.56,5.04,207426
CUE BIOPHARMA INC.,2.55,13.41,2.66,2.69,2.5,207335
QUIDELORTHO CORP.,69.45,1.37,68.66,70.05,68.07,207213
LARIMAR THERAPEUTICS INC.,6.03,4.15,5.69,6.14,5.64,207181
IAC INC.,51.5,2.57,50.44,51.5,50.33,206564
APYX MEDICAL CORP.,2.61,16.52,2.21,2.64,2.21,206505
SIGHT SCIENCES INC.,4.23,10.24,4.3,4.45,4.2,206067
MIDCAP FINANCIAL INVESTMENT,13.71,11.15,13.88,13.9,13.52,206015
STAGWELL INC.,6.55,0.46,6.55,6.85,6.53,205676
CYTTHERAPEUTICS INC.,1.53,0.0,1.53,1.54,1.49,204839
MR. COOPER GROUP INC.,67.0,10.53,67.6,68.01,65.96,204680
LIGHTPATH TECHNOLOGIES INC.,1.39,1.46,1.37,1.4,1.36,203074
LINDBLAD EXPEDITIONS HLD.,9.37,1.41,9.32,9.72,9.02,202987
AXON ENTERPRISE INC.,252.7,1.46,250.65,254.13,247.04,202946
IMMERSION CORP.,7.0,2.49,7.0,7.08,6.95,202460
BLACKBOXSTOCKS INC.,2.63,118.83,3.12,3.15,2.51,202453
DURECT CORP.,0.85,4.67,0.7877,0.8761,0.7877,202308
WINDTREE THERAPEUTICS INC.,0.41,12.45,0.4383,0.4383,0.3799,202100
SILICOM LTD,17.0,10.18,16.5,17.26,14.98,202047
BRIGHTHOUSE FINANCIAL INC.,50.85,11.78,51.47,51.94,49.69,200584
OLD SECOND BANCORP INC.,13.59,10.22,13.76,13.95,13.12,200382
KAIROUS ACQUISITION,11.62,0.0,11.62,11.62,11.62,200101
DP CAP ACQUISITION CORP I,10.95,0.0,10.95,10.95,10.95,200000
SCPHARMACEUTICALS INC.,5.09,3.88,4.95,5.2,4.85,199133
BIG 5 SPORTING GOODS,5.21,3.58,5.1,5.26,5.07,198865
COLUMBUS MCKINNON,39.5,1.1,39.07,39.52,37.92,197893
FIRSTCASH HOLDINGS INC.,119.68,4.28,115.67,122.87,115.67,197594
RALLYBIO CORP.,1.36,0.74,1.36,1.39,1.32,197582
SARCOS TECHNOLOGY AND ROBOTICS,0.509,15.78,0.54,0.56,0.4972,196972
FORMFACTOR INC.,39.22,1.16,39.24,39.61,38.7,196924
ANGIODYNAMICS INC.,6.01,1.86,5.94,6.04,5.83,196700
SILICON LABORATORIES INC.,122.35,10.82,124.26,124.75,119.06,196219
MONOLITHIC POWER SYSTEMS INC.,614.13,1.89,607.0,617.17,594.36,196084
COGENT COMMUNICATIONS HLD.,75.73,11.9,77.15,77.89,75.14,195652
SAIA INC.,467.45,3.74,450.58,469.35,441.24,195184
CSI COMPRESSCO LP,1.88,11.05,1.92,1.94,1.87,194961
NOVO INTEGRATED SCIENCES INC.,0.7453,0.22,0.748,0.769,0.7005,194386
REYNOLDS CONSUMER PRODUCTS,27.73,2.06,27.26,27.73,27.06,194039
CALAMOS STRATEGIC TOT RTN.,15.62,1.03,15.45,15.65,15.45,193887
HUDSON TECHNOLOGIES INC.,12.83,1.18,12.65,13.08,12.65,193864
CARLYLE SECURED LENDING,15.11,11.56,15.39,15.39,15.01,193811
CENTURY THERAPEUTICS INC.,4.23,11.17,4.22,4.68,4.18,193373
SOBR SAFE INC.,0.661,11.09,0.58,0.695,0.5001,192888
TACTILE SYSTEMS TECHNOLOGY,15.77,3.96,15.16,15.8,15.05,192289
TTEC HOLDINGS INC.,20.14,11.18,20.58,20.73,20.0,192215
DECIPHERA PHARMACEUTICALS INC.,14.76,3.07,14.33,14.82,14.21,192181
FIRST BANCORP,34.53,10.09,35.0,35.19,33.2,191971
FRESHPET INC.,87.23,1.31,86.18,87.66,85.51,191743
NORTHWESTERN ENERGY GROUP INC.,48.71,1.23,48.08,48.75,47.75,191626
GORILLA TECHNOLOGY GROUP INC.,0.5555,13.64,0.5968,0.5968,0.551,191447
ESTABLISHMENT LABS HLD.,38.02,11.25,38.57,38.85,36.77,191284
AVIS BUDGET GROUP INC.,162.75,10.59,165.01,168.49,161.76,191255
FORTUNE RISE ACQUISITION,11.08,0.0,11.0,11.09,11.0,190477
TRXADE HEALTH INC.,4.45,6.71,4.26,5.69,4.23,189808
AMERISAFE INC.,49.44,10.8,49.62,50.06,48.43,189755
NORTHFIELD BANCORP INC.,11.74,12.41,12.09,12.22,11.52,189502
CAPTIVISION INC.,6.8,16.84,6.5,6.88,6.19,189045
PROCEPT BIOROBOTICS,47.4,2.38,46.53,48.21,46.53,188789
LAMAR ADVERTISING CO.,106.39,1.63,104.86,106.58,104.0,188759
ASLAN PHARMACEUTICALS,0.645,15.49,0.6895,0.7,0.5659,188669
BIOLINERX LTD. ADS,1.16,12.52,1.21,1.22,1.13,188515
HEARTLAND FINANCIAL USA INC.,34.62,12.4,35.8,35.8,33.66,187492
ZURA BIO LTD.,3.11,9.12,2.94,3.11,2.8,187425
CAPITAL PRODUCT PARTNERS L.P.,17.8,12.2,18.21,18.28,17.11,187384
CREXENDO INC.,5.78,12.86,5.87,6.15,5.61,187318
ATOMERA INC.,8.03,2.16,7.94,8.18,7.66,187274
FINNOVATE ACQUISITION,11.15,10.18,11.15,11.15,11.15,186000
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,0.1927,16.37,0.2194,0.2194,0.18,185678
ARRIVENT BIOPHARMA INC.,21.98,2.0,21.41,22.68,21.0,185144
THE REAL BROKERAGE INC.,2.91,2.11,2.93,2.98,2.88,184893
FORTRESS BIOTECH INC.,1.97,13.43,2.05,2.08,1.94,184771
CORSAIR GAMING INC.,12.85,0.94,12.79,12.95,12.61,184707
LUXURBAN HOTELS INC.,4.39,5.53,4.24,4.44,4.17,184575
BOLT BIOTHERAPEUTICS INC.,1.11,9.9,1.0,1.13,1.0,184558
GILAT SATELLITE NETWORKS,6.27,10.95,6.41,6.49,6.18,184481
BYRNA TECHNOLOGIES INC.,8.17,16.38,7.02,8.17,6.91,183967
ABLE VIEW GLOBAL INC.,2.68,12.19,2.7,2.78,2.53,183959
OPORTUN FINANCIAL,3.69,0.27,3.69,3.87,3.51,183859
PANGAEA LOGISTICS SOLUTIONS,9.3,10.21,9.38,9.49,9.02,183601
LIVANOVA PLC,49.44,1.56,48.77,49.68,47.99,183374
HEARTLAND EXPRESS INC.,13.02,0.54,12.92,13.26,12.67,182840
BEIGENE LTD. ADS,149.93,1.15,152.63,152.63,149.88,182753
EHEALTH INC.,7.25,6.62,6.84,7.27,6.79,182125
DAKTRONICS INC.,7.81,3.03,7.64,7.84,7.64,182068
GENERATION BIO CO.,1.94,3.19,1.89,2.03,1.83,181771
CASA SYSTEMS INC.,0.352,13.03,0.3663,0.4,0.34,180497
CHORD ENERGY CORP.,153.42,10.22,154.15,156.12,152.38,179960
CLEARFIELD INC.,26.12,3.69,25.45,26.46,25.17,179919
SITIME CORP.,106.83,0.24,107.58,107.58,103.32,179793
POET TECHNOLOGIES INC.,1.41,5.22,1.33,1.42,1.33,179747
CINTAS CORP.,617.54,2.15,606.74,618.39,603.83,178728
908 DEVICES INC.,7.21,1.84,7.19,7.36,6.9,178438
FOGHORN THERAPEUTICS INC.,3.03,14.72,3.2,3.2,2.94,177688
SIDUS SPACE INC.,4.5,16.25,4.85,4.85,4.36,177588
SMITH MICRO SOFTWARE INC.,0.8725,0.17,0.88,0.9268,0.8516,177516
GOLDENSTONE ACQUISITION,10.85,10.09,10.86,10.86,10.85,177442
THE ONE GROUP HOSPITALITY INC.,4.18,15.0,4.41,4.42,4.04,175879
ZEVRA THERAPEUTICS INC.,5.96,2.94,5.8,5.96,5.76,175439
CALAMOS GLOBAL DYNAMIC,6.0,0.33,5.99,6.02,5.96,174856
ESSA PHARMA INC.,8.95,7.96,8.53,9.02,8.22,174844
VIVOS THERAPEUTICS INC.,6.14,116.69,7.43,7.62,6.02,174770
STEALTHGAS INC.,7.37,13.53,7.58,7.68,7.32,174659
CIRRUS LOGIC INC.,76.97,10.3,77.55,77.55,76.07,173894
ALLIED GAMING & ENTERTAINMENT,1.3,10.17,1.17,1.3,1.17,173774
LINCOLN ELECTRIC HLD.,225.8,1.61,224.0,227.04,222.0,173289
DARE BIOSCIENCE INC.,0.344,5.85,0.345,0.3498,0.3212,173167
AKANDA CORP.,0.394,1.03,0.379,0.435,0.3699,173154
EMBRACE CHANGE ACQUISITION CORP,11.03,0.0,11.03,11.03,11.03,172501
DERMATA THERAPEUTICS INC.,0.4578,16.67,0.4725,0.4725,0.401,172348
RED ROCK RESORTS INC.,55.0,0.59,54.85,55.61,54.04,172317
AMC NETWORKS INC.,18.34,1.38,18.28,18.56,17.72,172160
LANZATECH GLOBAL INC.,4.15,14.82,4.41,4.6,4.15,172109
FIRST MERCHANTS,33.69,10.35,33.94,34.13,32.69,171986
OPTINOSE INC.,1.26,0.0,1.29,1.3,1.24,171790
FORESIGHT AUTONOMOUS HLD.,1.04,19.57,1.09,1.15,1.02,171522
CHILDREN S PLACE INC. (THE),22.07,10.94,22.51,22.95,21.92,171505
CXAPP INC.,1.15,2.68,1.16,1.18,1.11,171092
ICHOR HOLDINGS,37.11,2.51,36.34,37.29,35.8,170980
ONCOLYTICS BIOTECH INC.,1.18,10.84,1.17,1.2,1.17,170519
HIGH TIDE INC.,1.86,11.06,1.85,1.92,1.81,169821
HARMONY BIOSCIENCES HLD.,31.29,10.79,31.71,31.89,30.48,169769
HORIZON SPACE ACQUISITION I,10.76,0.0,10.8,10.8,10.76,169759
INTERCURE,1.2,1.69,1.25,1.28,1.2,169580
VICOR CORP.,38.62,2.52,38.05,38.63,37.59,168857
CASELLA WASTE SYSTEMS INC.,86.67,1.56,85.85,86.67,84.81,168845
GRAND CANYON EDUCATION INC.,132.85,1.73,130.89,133.19,130.4,168070
180 LIFE SCIENCES,0.2,16.54,0.2,0.206,0.1873,167731
POOL CORP.,377.08,1.57,373.17,377.21,367.3,167681
OTTER TAIL CORP.,93.93,3.88,90.54,93.99,90.04,167588
ZIMVIE INC.,17.84,2.06,17.58,17.84,17.22,167267
LAVA THERAPEUTICS N.V.,1.67,0.0,1.72,1.75,1.64,167240
FOX FACTORY HOLDING,63.69,1.03,63.58,64.25,62.3,167124
VERASTEM INC.,12.25,4.26,11.72,12.57,11.38,166747
AADI BIOSCIENCE INC.,1.76,14.35,1.84,1.85,1.72,166630
ARS PHARMACEUTICALS INC.,6.4,3.06,6.32,6.4,6.17,166445
IMPINJ INC.,101.0,4.15,98.3,101.79,96.98,165701
PETIQ INC.,18.29,1.78,18.12,18.38,17.99,165438
WESTAMERICA BANCORP.,46.99,11.53,48.08,48.56,45.71,165111
ZUMIEZ INC.,17.89,4.19,17.34,17.89,17.21,164728
REPARE THERAPEUTICS INC.,7.07,8.1,6.55,7.23,6.24,164540
PHIO PHARMACEUTICALS,0.609,2.53,0.6,0.6299,0.5515,164269
PAYSIGN INC.,3.13,1.95,3.12,3.19,3.04,164090
FIBROBIOLOGICS INC.,17.5,139.86,33.05,46.0,16.28,163507
PARAZERO TECHNOLOGIES,0.7349,0.51,0.7389,0.7489,0.71,163457
RIMINI STREET INC.,3.29,0.3,3.33,3.4,3.26,163426
NUVALENT INC.,77.68,3.34,74.83,78.19,74.24,163135
POTBELLY CORP.,12.85,2.15,12.59,12.85,12.59,163125
ENERGY RECOVERY INC.,15.43,10.52,15.67,15.93,15.39,163106
SENESTECH INC.,0.8695,10.76,0.7943,0.8695,0.7605,162786
RENEO PHARMACEUTICALS INC.,1.64,0.0,1.64,1.67,1.63,162625
GAMER PAKISTAN INC.,0.2324,7.2,0.249,0.249,0.2198,161438
ISUN INC.,0.2295,2.0,0.2165,0.237,0.216,161228
EVOTEC SE ADS,7.51,12.97,7.64,7.64,7.34,161091
HORIZON TECHNOLOGY FINANCE,13.19,1.38,13.05,13.2,12.87,160699
THE ANDERSONS INC.,52.99,0.53,53.04,53.54,52.02,160621
ENVIROTECH VEHICLES INC.,2.24,26.55,1.75,2.39,1.74,160461
QUALYS INC.,190.39,0.64,189.39,190.6,186.68,160225
KINNATE BIOPHARMA INC.,2.34,11.27,2.34,2.4,2.28,159918
SINCLAIR INC.,15.86,1.02,15.93,16.22,15.66,159684
VISTAGEN THERAPEUTICS INC.,4.8,0.42,4.87,4.91,4.74,159620
SYROS PHARMACEUTICALS INC.,7.12,10.28,7.12,7.24,7.01,159498
ORTHOFIX MEDICAL INC.,14.27,2.74,13.88,14.29,13.88,159339
PEPGEN INC.,12.39,23.53,10.04,12.91,10.03,158562
POLESTAR AUTOMOTIVE HOLDING UK,0.1402,119.89,0.165,0.1695,0.126,158176
BANNER CORP.,46.1,11.03,46.68,47.35,44.33,157543
WANG & LEE GROUP INC.,0.68,10.15,0.6871,0.76,0.614,157515
BACKBLAZE INC.,8.17,10.37,8.23,8.25,8.1,157430
THE PENNANT GROUP INC.,15.39,2.53,14.98,15.44,14.98,157214
BIOLIFE SOLUTIONS INC.,17.97,5.71,17.15,18.06,17.0,157159
NISUN INTL ENTERPRISE DEVELOPMENT GROUP,4.5,14.86,4.8,4.8,4.29,156973
MURAL ONCOLOGY PLC,4.45,1.37,4.55,4.6,4.4,156959
SCHNITZER STEEL INDUSTRIES,26.1,10.87,26.87,26.87,25.87,156799
ESH ACQUISITION,0.11,0.0,0.1101,0.1101,0.101,156549
FLORA GROWTH CORP.,1.02,17.27,1.29,1.3,1.02,156013
COSMOS HEALTH INC.,1.08,1.89,1.05,1.09,1.03,155200
THE ODP CORP.,52.05,1.78,51.42,52.28,51.2,155146
ORAMED PHARMACEUTICALS INC.,2.83,15.35,2.97,2.98,2.77,155010
VBI VACCINES INC.,0.714,2.0,0.72,0.7301,0.69,154838
GLADSTONE COMMERCIAL,13.01,1.48,12.91,13.01,12.66,154379
PUBMATIC INC.,15.0,11.19,15.35,15.43,14.95,154287
HARBORONE BANCORP INC.,11.01,0.82,10.99,11.22,10.6,154157
COHU INC.,32.16,0.94,31.93,32.22,31.7,153443
DALLASNEWS CORP.,4.59,5.52,4.4,4.59,4.35,153128
AUTONOMIX MEDICAL INC.,5.75,10.79,5.19,6.0,4.72,152831
AGILYSYS INC.,81.6,12.52,83.86,84.93,81.49,152705
INTERDIGITAL INC.,104.72,10.31,105.77,106.95,103.36,152409
REALPHA TECH CORP.,1.23,13.91,1.27,1.31,1.17,152391
CRYOPORT INC.,15.25,5.1,14.54,15.41,14.43,152288
TRIUMPH FINANCIAL INC.,69.7,11.34,70.91,71.5,66.94,152223
CENTURY CASINOS INC.,3.23,16.92,3.57,3.57,3.2,152143
PROFIRE ENERGY INC.,1.58,2.6,1.54,1.59,1.52,150843
SAFE AND GREEN DEVELOPMENT,1.04,13.04,0.966,1.08,0.94,150814
WEREWOLF THERAPEUTICS INC.,4.76,2.81,4.81,4.85,4.34,150814
VAXXINITY INC.,0.67,15.63,0.712,0.73,0.67,150565
VIRTRA INC.,10.45,1.95,10.5,10.73,10.22,150521
QUANTUM CORP.,0.395,2.57,0.3887,0.4,0.3681,150453
UPLAND SOFTWARE INC.,4.3,3.61,4.2,4.38,4.18,150298
TITAN PHARMACEUTICALS INC.,6.29,9.2,5.86,8.39,5.8,149998
JOINT STOCK CO.,91.89,0.48,91.8,92.5,91.77,149986
AURA FAT PROJECTS ACQUISITION CORP,10.97,0.0,10.99,10.99,10.97,149430
QUANTASING GROUP,4.04,4.39,3.8,4.18,3.59,149361
ROOT INC.,8.2,1.23,8.23,8.23,7.85,148763
PSYENCE BIOMEDICAL,1.72,13.37,1.8,1.95,1.66,148763
AXOGEN INC.,9.75,0.83,9.75,9.84,9.52,148353
QUIPT HOME MEDICAL,4.97,5.74,4.73,4.99,4.69,148024
APPFOLIO INC.,226.68,3.38,221.17,227.75,220.26,147995
NEURONETICS INC.,3.35,11.47,3.38,3.46,3.07,147987
PEOPLES BANCORP INC.,29.03,10.92,29.45,29.63,28.48,147869
EL POLLO LOCO HLD.,9.52,2.81,9.32,9.52,9.22,147690
HANRYU HOLDINGS INC.,0.4898,18.62,0.5211,0.5361,0.4896,147109
SERA PROGNOSTICS INC.,7.09,1.29,7.12,7.25,6.85,147086
THE FIRST BANCSHARES INC.,25.16,11.06,25.55,25.78,24.5,147086
ALLEGIANT TRAVEL CO.,79.92,1.94,79.41,80.65,76.8,147027
VIRPAX PHARMACEUTICALS INC.,0.3485,5.61,0.3274,0.399,0.316,146735
MONRO INC.,32.26,1.26,32.05,32.41,31.4,146428
HAWKINS INC.,61.52,17.59,56.84,62.54,54.44,146426
PATRIA INVESTMENTS,14.4,0.91,14.29,14.48,14.14,145954
PLIANT THERAPEUTICS INC.,18.42,2.79,18.05,18.46,17.78,145569
ENERGY SERVICES OF AMERICA,7.77,2.1,7.62,7.79,7.47,145371
SANDY SPRING BANCORP INC.,24.21,10.7,24.77,24.91,23.43,144958
THE LOVESAC COMPANY,23.18,0.09,23.38,23.84,22.92,144878
GRID DYNAMICS HLD.,13.35,2.3,13.08,13.5,13.02,144410
WIMI HOLOGRAM CLOUD INC. ADS,0.6296,11.63,0.684,0.689,0.6296,144273
BOK FINANCIAL CORP.,83.06,10.93,83.86,84.4,79.75,144266
KRYSTAL BIOTECH INC.,111.56,0.28,111.96,113.1,108.28,144026
FIRST WAVE BIOPHARMA INC.,5.14,13.02,5.25,5.59,4.95,143983
AGBA GROUP HOLDING,0.351,17.14,0.3785,0.38,0.3501,143526
NBT BANCORP INC.,34.84,12.05,35.84,36.04,34.12,143320
EIGHTCO HOLDINGS INC.,0.5889,15.18,0.62,0.62,0.5605,142492
BIONOMICS LTD.,0.93,13.83,0.96,0.96,0.8901,142363
PERASO INC.,4.3,118.71,5.14,5.14,3.7,142305
CANNA-GLOBAL ACQUISITION CORP,11.01,0.09,11.0,11.01,10.99,142239
NN INC.,4.81,4.34,4.57,4.84,4.49,142162
NUWELLIS INC.,0.4702,2.0,0.4701,0.489,0.4623,142110
APOGEE THERAPEUTICS INC.,33.99,1.46,34.12,34.37,33.19,141772
AAON INC.,72.26,2.99,70.81,72.28,70.56,141761
CONNECTONE BANCORP INC.,22.19,12.85,23.05,23.17,21.78,141455
SKYWATER TECHNOLOGY INC.,8.89,2.89,8.72,8.94,8.52,141415
TRUECAR INC.,3.67,3.67,3.56,3.68,3.53,141091
WASHINGTON TRUST BANCORP INC.,27.36,11.62,27.9,28.2,26.26,141030
ZOOMCAR HOLDINGS INC.,2.21,17.14,2.43,2.49,2.1,140871
RAYZEBIO INC.,62.13,0.05,62.12,62.2,62.09,140724
T2 BIOSYSTEMS INC.,4.89,8.67,4.4,4.93,4.37,140419
ATYR PHARMA INC.,1.6,0.0,1.59,1.62,1.58,140246
LAKELAND BANCORP INC.,13.06,11.73,13.32,13.58,12.55,140127
FLUSHING FINANCIAL,15.66,12.31,16.05,16.16,15.23,139656
TRIVAGO N.V. ADS,2.49,10.4,2.45,2.76,2.45,138995
PURPLE BIOTECH,0.6905,4.62,0.68,0.7413,0.6605,138751
FULGENT GENETICS INC.,24.99,1.63,24.65,25.04,24.1,138481
GALMED PHARMACEUTICALS,0.4039,7.74,0.36,0.4039,0.3525,138195
INTAPP INC.,43.71,1.46,43.48,43.78,42.62,138056
GSI TECHNOLOGY INC.,2.09,5.56,2.03,2.11,2.0,137798
SP PLUS CORP.,51.9,0.33,51.75,51.9,51.73,137486
ROYAL GOLD INC.,116.99,2.27,115.2,117.66,115.2,136971
CHIMERIX INC.,0.9308,10.6,0.9391,0.9447,0.905,136794
HARVARD BIOSCIENCE INC.,4.52,2.73,4.41,4.63,4.41,136307
DIANTHUS THERAPEUTICS INC.,20.72,9.05,19.0,20.89,19.0,136090
AUDIOCODES,11.52,2.95,11.2,11.58,11.02,135779
XPEL INC.,55.3,3.46,54.1,55.58,53.71,135188
TITAN MACHINERY INC.,27.03,1.12,26.84,27.26,26.58,134799
DOMO INC.,11.18,2.85,10.96,11.18,10.78,134668
ROTH CH ACQUISITION V CO.,10.8,0.19,10.78,10.8,10.78,134582
S&T BANCORP INC.,32.47,12.61,33.65,33.83,31.65,134501
NIU TECHNOLOGIES ADS,1.75,10.57,1.75,1.84,1.73,134464
E.W. SCRIPPS CO.,8.16,2.38,8.11,8.34,7.82,134119
